influencedBy/0/values,influencedBy/1/values,influencedBy/2/values,influencedBy/3/values,influencedBy/4/values,influencedBy/5/values,influencedBy/6/values,influencedBy/7/values,genre/0/values,genre/1/values,genre/2/values,influenced/0/values,influenced/1/values,influenced/2/values,influenced/3/values,normnationality,vid,birthDate/0/values,normbirthdate,normname,URI,normdes,genre/3/values,influencedBy/8/values,genre/4/values,genre/5/values,genre/6/values,genre/7/values,genre/8/values,influencedBy/9/values,influencedBy/10/values,influencedBy/11/values,influencedBy/12/values,influencedBy/13/values,influencedBy/14/values,birthDate/1/values,influencedBy/15/values,influencedBy/16/values,influencedBy/17/values,influenced/4/values,influenced/5/values,influenced/6/values,influenced/7/values,influenced/8/values,influenced/9/values,influenced/10/values,influenced/11/values,influenced/12/values,influencedBy/18/values,influencedBy/19/values,influencedBy/20/values,influencedBy/21/values,influencedBy/22/values,influencedBy/23/values,influencedBy/24/values,influencedBy/25/values,influencedBy/26/values,influenced/13/values,influenced/14/values,influenced/15/values,influenced/16/values,influenced/17/values,genre/9/values,genre/10/values,genre/11/values,genre/12/values,influencedBy/27/values,influencedBy/28/values,influencedBy/29/values,influencedBy/30/values,influencedBy/31/values,influenced/18/values,influenced/19/values,influenced/20/values,influenced/21/values,influenced/22/values,influenced/23/values,influenced/24/values,influenced/25/values,influenced/26/values,influenced/27/values,influenced/28/values,influenced/29/values,influenced/30/values,influenced/31/values,genre/13/values,genre/14/values,genre/15/values,influenced/32/values,influenced/33/values,influenced/34/values,influenced/35/values,influenced/36/values,influenced/37/values,influenced/38/values,genre/16/values,genre/17/values,genre/18/values,genre/19/values,genre/20/values,genre/21/values,genre/22/values,genre/23/values,genre/24/values,genre/25/values
,,,,,,,,http://dbpedia.org/resource/Young-adult_fiction,http://dbpedia.org/resource/Science_fiction,,,,,,,31424448,1964-06-05,1964-06-05,PJ Haarsma,http://dbpedia.org/resource/PJ_Haarsma,"novelist, children's literature",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Young-adult_fiction,http://dbpedia.org/resource/Science_fiction,,,,,,,31424448,1964-06-05,1964-06-05,PJ Haarsma,http://dbpedia.org/resource/PJ_Haarsma,"novelist, children's literature",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Ernest_Hemingway,http://dbpedia.org/resource/Robert_A._Heinlein,http://dbpedia.org/resource/Ursula_K._Le_Guin,http://dbpedia.org/resource/William_Gibson,http://dbpedia.org/resource/Cormac_McCarthy,,,,"Biopunk, science fiction, young-adult novels",,,,,,,American,49036392,1972-08-06,1972-08-06,Paolo Bacigalupi,http://dbpedia.org/resource/Paolo_Bacigalupi,American science fiction writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fantasy,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Adventure,,,,,http://dbpedia.org/resource/United_States,186810040,1982-07-08,1982-07-08,Pendleton Ward,http://dbpedia.org/resource/Pendleton_Ward,American animator,http://dbpedia.org/resource/Comedy-drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Nevil_Shute,,,,,,,,http://dbpedia.org/resource/Science_fiction,,,,,,,,48273858,1914-04-28,1914-04-28,Philip E. High,http://dbpedia.org/resource/Philip_E._High,British writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/J._R._R._Tolkien,http://dbpedia.org/resource/Stephen_King,http://dbpedia.org/resource/Tim_Powers,http://dbpedia.org/resource/Elmer_Kelton,http://dbpedia.org/resource/John_D._MacDonald,http://dbpedia.org/resource/James_Reasoner,http://dbpedia.org/resource/Edgar_Allan_Poe,http://dbpedia.org/resource/Edgar_Rice_Burroughs,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Suspense,http://dbpedia.org/resource/Western_(genre),,,,,,120510237,1968-03-06,1968-03-06,Richard Dean Starr,http://dbpedia.org/resource/Richard_Dean_Starr,"Americanscience fictionauthor, editor, journalist, screenwriter",http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Max_Brand,http://dbpedia.org/resource/Horror_fiction,,,,,http://dbpedia.org/resource/Zane_Grey,http://dbpedia.org/resource/Loren_D._Estleman,http://dbpedia.org/resource/Robert_B._Parker,http://dbpedia.org/resource/Dean_Koontz,http://dbpedia.org/resource/Stuart_Woods,http://dbpedia.org/resource/Philip_José_Farmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/J._R._R._Tolkien,http://dbpedia.org/resource/Stephen_King,http://dbpedia.org/resource/Tim_Powers,http://dbpedia.org/resource/Elmer_Kelton,http://dbpedia.org/resource/John_D._MacDonald,http://dbpedia.org/resource/James_Reasoner,http://dbpedia.org/resource/Edgar_Allan_Poe,http://dbpedia.org/resource/Edgar_Rice_Burroughs,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Suspense,http://dbpedia.org/resource/Western_(genre),,,,,,120510237,1968-03-06,1968-03-06,Richard Dean Starr,http://dbpedia.org/resource/Richard_Dean_Starr,"Americanscience fictionauthor, editor, journalist, screenwriter",http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Max_Brand,http://dbpedia.org/resource/Horror_fiction,,,,,http://dbpedia.org/resource/Zane_Grey,http://dbpedia.org/resource/Loren_D._Estleman,http://dbpedia.org/resource/Robert_B._Parker,http://dbpedia.org/resource/Dean_Koontz,http://dbpedia.org/resource/Stuart_Woods,http://dbpedia.org/resource/Philip_José_Farmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Grace_Paley,http://dbpedia.org/resource/Jean_Rhys,http://dbpedia.org/resource/Jean_Genet,http://dbpedia.org/resource/James_Joyce,http://dbpedia.org/resource/Walt_Whitman,http://dbpedia.org/resource/Tillie_Olsen,,,http://dbpedia.org/resource/Non-fiction,http://dbpedia.org/resource/Poetry,http://dbpedia.org/resource/Gay_literature,,,,,,34384553,1949,1949,Richard McCann,http://dbpedia.org/resource/Richard_McCann,American writer and academic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Greek_mythology,http://dbpedia.org/resource/Roman_mythology,http://dbpedia.org/resource/Egyptian_mythology,,,,,,http://dbpedia.org/resource/Detective_fiction,http://dbpedia.org/resource/Mythology,http://dbpedia.org/resource/Fantasy,,,,,United States,60214017,1964-06-05,1964-06-05,Magnus Chase and the Gods of Asgard,http://dbpedia.org/resource/Rick_Riordan,American writer,http://dbpedia.org/resource/Norse_mythology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Literature,,,,,American,169980485,1965-09-12,1965-09-12,Robert T. Jeschonek,http://dbpedia.org/resource/Robert_T._Jeschonek,American fiction writer,http://dbpedia.org/resource/Poetry,,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Slipstream_(genre),http://dbpedia.org/resource/Young-adult_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Literature,,,,,American,169980485,1965-09-12,1965-09-12,Robert T. Jeschonek,http://dbpedia.org/resource/Robert_T._Jeschonek,American fiction writer,http://dbpedia.org/resource/Poetry,,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Slipstream_(genre),http://dbpedia.org/resource/Young-adult_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Literature,,,,,American,169980485,1965-09-12,1965-09-12,Robert T. Jeschonek,http://dbpedia.org/resource/Robert_T._Jeschonek,American fiction writer,http://dbpedia.org/resource/Poetry,,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Slipstream_(genre),http://dbpedia.org/resource/Young-adult_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Christian fiction,,,,,,,,79435228,,,Robin Jones Gunn,http://dbpedia.org/resource/Robin_Jones_Gunn,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Romance_novel,http://dbpedia.org/resource/Science_fiction,,,,,,http://dbpedia.org/resource/United_States,38950904,,,Susan Sizemore,http://dbpedia.org/resource/Susan_Sizemore,American author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,,,,,,,,167207187,1970,1970,Syne Mitchell,http://dbpedia.org/resource/Syne_Mitchell,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Jean_Rhys,http://dbpedia.org/resource/Joy_Williams_(American_writer),http://dbpedia.org/resource/Noah_Cicero,http://dbpedia.org/resource/Richard_Yates_(novelist),http://dbpedia.org/resource/Lydia_Davis,http://dbpedia.org/resource/Ann_Beattie,http://dbpedia.org/resource/Arthur_Schopenhauer,http://dbpedia.org/resource/Fernando_Pessoa,http://dbpedia.org/resource/Poetry,http://dbpedia.org/resource/Literary_fiction,http://dbpedia.org/resource/Kmart_realism,http://dbpedia.org/resource/Mira_Gonzalez,http://dbpedia.org/resource/Zachary_German,,,United States,161951272,1983-07-02,1983-07-02,Tao Lin,http://dbpedia.org/resource/Tao_Lin,American poet,,http://dbpedia.org/resource/Frederick_Barthelme,,,,,,http://dbpedia.org/resource/Lorrie_Moore,http://dbpedia.org/resource/Terence_McKenna,http://dbpedia.org/resource/Matthew_Rohrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/True_crime,http://dbpedia.org/resource/Non-fiction,,,,,,,9979707,1948,1948,Teresa Carpenter,http://dbpedia.org/resource/Teresa_Carpenter,"Author, writer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Science fiction,,,,,,,Australian,70412921,1947-03-21,1947-03-21,Terry Dowling,http://dbpedia.org/resource/Terry_Dowling,Australian writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Gonzo_journalism,http://dbpedia.org/resource/Non-fiction,http://dbpedia.org/resource/Travel,,,,,,100483794,1975-11-24,1975-11-24,Thomas Kohnstamm,http://dbpedia.org/resource/Thomas_Kohnstamm,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Noir_fiction,,,,,American,85556764,1965,1965,Tom Piccirilli,http://dbpedia.org/resource/Thomas_Piccirilli,American writer,http://dbpedia.org/resource/Crime_fiction,,http://dbpedia.org/resource/Poetry,http://dbpedia.org/resource/Hardboiled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Noir_fiction,,,,,American,85556764,1965,1965,Tom Piccirilli,http://dbpedia.org/resource/Thomas_Piccirilli,American writer,http://dbpedia.org/resource/Crime_fiction,,http://dbpedia.org/resource/Poetry,http://dbpedia.org/resource/Hardboiled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Noir_fiction,,,,,American,85556764,1965,1965,Tom Piccirilli,http://dbpedia.org/resource/Thomas_Piccirilli,American writer,http://dbpedia.org/resource/Crime_fiction,,http://dbpedia.org/resource/Poetry,http://dbpedia.org/resource/Hardboiled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/H._P._Lovecraft,http://dbpedia.org/resource/Oscar_Wilde,http://dbpedia.org/resource/William_Shakespeare,,,,,,http://dbpedia.org/resource/Dark_fantasy,http://dbpedia.org/resource/Horror_fiction,,,,,,http://dbpedia.org/resource/United_States,66373476,1951-05-03,1951-05-03,Wilum 'Hopfrog' Pugmire,http://dbpedia.org/resource/W._H._Pugmire,American horror writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Baseball,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Young-adult_fiction,,,,,,8823009,1950,1950,Will Weaver,http://dbpedia.org/resource/Will_Weaver,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Screenwriting,,,,,,,112227837,1941,1941,William Hjortsberg,http://dbpedia.org/resource/William_Hjortsberg,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Science_fiction,,,,,,American,182783588,1973-01-12,1973-01-12,A. Lee Martinez,http://dbpedia.org/resource/A._Lee_Martinez,Author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Mystery_fiction,,,,,,,http://dbpedia.org/resource/Americans,68987175,1954,1954,,http://dbpedia.org/resource/Andrew_Klavan,Novelist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Non-fiction,,,,,,,,57224916,1937-09-03,1937-09-03,Ann Jones,http://dbpedia.org/resource/Ann_Jones_(author),American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Young-adult_fiction,,,,,,,American,19069366,1971-09-11,1971-09-11,Barry Lyga,http://dbpedia.org/resource/Barry_Lyga,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Raymond_Chandler,http://dbpedia.org/resource/Woody_Allen,http://dbpedia.org/resource/Mark_Leyner,http://dbpedia.org/resource/Steve_Aylett,,,,,http://dbpedia.org/resource/Comedy,http://dbpedia.org/resource/Bizarro_fiction,http://dbpedia.org/resource/Science_fiction,,,,,American,232427456,1978-12-28,1978-12-28,Bradley Sands,http://dbpedia.org/resource/Bradley_Sands,American writer,http://dbpedia.org/resource/Absurdist_fiction,,http://dbpedia.org/resource/Transgressive_fiction,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Irrealism_(the_arts),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Raymond_Chandler,http://dbpedia.org/resource/Woody_Allen,http://dbpedia.org/resource/Mark_Leyner,http://dbpedia.org/resource/Steve_Aylett,,,,,http://dbpedia.org/resource/Comedy,http://dbpedia.org/resource/Bizarro_fiction,http://dbpedia.org/resource/Science_fiction,,,,,American,232427456,1978-12-28,1978-12-28,Bradley Sands,http://dbpedia.org/resource/Bradley_Sands,American writer,http://dbpedia.org/resource/Absurdist_fiction,,http://dbpedia.org/resource/Transgressive_fiction,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Irrealism_(the_arts),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Raymond_Chandler,http://dbpedia.org/resource/Woody_Allen,http://dbpedia.org/resource/Mark_Leyner,http://dbpedia.org/resource/Steve_Aylett,,,,,http://dbpedia.org/resource/Comedy,http://dbpedia.org/resource/Bizarro_fiction,http://dbpedia.org/resource/Science_fiction,,,,,American,232427456,1978-12-28,1978-12-28,Bradley Sands,http://dbpedia.org/resource/Bradley_Sands,American writer,http://dbpedia.org/resource/Absurdist_fiction,,http://dbpedia.org/resource/Transgressive_fiction,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Irrealism_(the_arts),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Raymond_Chandler,http://dbpedia.org/resource/Woody_Allen,http://dbpedia.org/resource/Mark_Leyner,http://dbpedia.org/resource/Steve_Aylett,,,,,http://dbpedia.org/resource/Comedy,http://dbpedia.org/resource/Bizarro_fiction,http://dbpedia.org/resource/Science_fiction,,,,,American,232427456,1978-12-28,1978-12-28,Bradley Sands,http://dbpedia.org/resource/Bradley_Sands,American writer,http://dbpedia.org/resource/Absurdist_fiction,,http://dbpedia.org/resource/Transgressive_fiction,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Irrealism_(the_arts),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Raymond_Chandler,http://dbpedia.org/resource/Woody_Allen,http://dbpedia.org/resource/Mark_Leyner,http://dbpedia.org/resource/Steve_Aylett,,,,,http://dbpedia.org/resource/Comedy,http://dbpedia.org/resource/Bizarro_fiction,http://dbpedia.org/resource/Science_fiction,,,,,American,232427456,1978-12-28,1978-12-28,Bradley Sands,http://dbpedia.org/resource/Bradley_Sands,American writer,http://dbpedia.org/resource/Absurdist_fiction,,http://dbpedia.org/resource/Transgressive_fiction,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Irrealism_(the_arts),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Stephen_King,http://dbpedia.org/resource/Richard_Laymon,http://dbpedia.org/resource/Jack_Ketchum,,,,,,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Thriller_(genre),http://dbpedia.org/resource/Speculative_fiction,,,,,Australian,122741557,1978,1978,Brett McBean,http://dbpedia.org/resource/Brett_McBean,Australian writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Stephen_King,http://dbpedia.org/resource/Richard_Laymon,http://dbpedia.org/resource/Jack_Ketchum,,,,,,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Thriller_(genre),http://dbpedia.org/resource/Speculative_fiction,,,,,Australian,122741557,1978,1978,Brett McBean,http://dbpedia.org/resource/Brett_McBean,Australian writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Young-adult_fiction,,,,,,,http://dbpedia.org/resource/United_States,1914040,,,C. Leigh Purtill,http://dbpedia.org/resource/C._Leigh_Purtill,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Stephen_King,http://dbpedia.org/resource/James_Herbert,http://dbpedia.org/resource/Anthony_Horowitz,,,,,,http://dbpedia.org/resource/Music,http://dbpedia.org/resource/Adventure_fiction,http://dbpedia.org/resource/Thriller_(genre),,,,,http://dbpedia.org/resource/England,2082393,1974-06-23,1974-06-23,Chris Bradford,http://dbpedia.org/resource/Chris_Bradford,British writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Tom_Clancy,http://dbpedia.org/resource/Nelson_DeMille,http://dbpedia.org/resource/James_Rollins,http://dbpedia.org/resource/Steve_Berry_(novelist),http://dbpedia.org/resource/Clive_Cussler,,,,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Adventure_fiction,http://dbpedia.org/resource/Thriller_(genre),,,,,,169115950,1969-09-02,1969-09-02,Chris Kuzneski,http://dbpedia.org/resource/Chris_Kuzneski,American writer,http://dbpedia.org/resource/Techno-thriller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Tom_Clancy,http://dbpedia.org/resource/Nelson_DeMille,http://dbpedia.org/resource/James_Rollins,http://dbpedia.org/resource/Steve_Berry_(novelist),http://dbpedia.org/resource/Clive_Cussler,,,,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Adventure_fiction,http://dbpedia.org/resource/Thriller_(genre),,,,,,169115950,1969-09-02,1969-09-02,Chris Kuzneski,http://dbpedia.org/resource/Chris_Kuzneski,American writer,http://dbpedia.org/resource/Techno-thriller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Science fiction, Fantasy",,,,,,,,80463175,1968,1968,Chris Moriarty,http://dbpedia.org/resource/Chris_Moriarty,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Crime fiction,,,,,,,Australian,81311675,1953,1953,Chris Nyst,http://dbpedia.org/resource/Chris_Nyst,Australian writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Children's_literature,http://dbpedia.org/resource/Memoir,http://dbpedia.org/resource/Literary_fiction,,,,,American,65304725,,,Corinne Demas,http://dbpedia.org/resource/Corinne_Demas,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Horror_fiction,,,,,American,47921459,1950,1950,Daniel Hecht,http://dbpedia.org/resource/Daniel_Hecht,American novelist,http://dbpedia.org/resource/Supernatural_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Horror_fiction,,,,,American,47921459,1950,1950,Daniel Hecht,http://dbpedia.org/resource/Daniel_Hecht,American novelist,http://dbpedia.org/resource/Supernatural_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Horror_fiction,,,,,American,47921459,1950,1950,Daniel Hecht,http://dbpedia.org/resource/Daniel_Hecht,American novelist,http://dbpedia.org/resource/Supernatural_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Horror_fiction,,,,,American,47921459,1950,1950,Daniel Hecht,http://dbpedia.org/resource/Daniel_Hecht,American novelist,http://dbpedia.org/resource/Supernatural_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Crime_fiction,http://dbpedia.org/resource/Spy_fiction,http://dbpedia.org/resource/Mystery_fiction,,,,,,85310655,1944,1944,David L. Lindsey,http://dbpedia.org/resource/David_L._Lindsey,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
