influencedBy/0/values,influencedBy/1/values,influencedBy/2/values,influencedBy/3/values,influencedBy/4/values,influencedBy/5/values,influencedBy/6/values,influencedBy/7/values,genre/0/values,genre/1/values,genre/2/values,influenced/0/values,influenced/1/values,influenced/2/values,influenced/3/values,normnationality,vid,birthDate/0/values,normbirthdate,name/0/values,name/1/values,normname,URI,description/0/values,normdes,nationality/0/values,name/2/values,genre/3/values,nationality/1/values,influencedBy/8/values,genre/4/values,genre/5/values,genre/6/values,genre/7/values,genre/8/values,influencedBy/9/values,influencedBy/10/values,influencedBy/11/values,influencedBy/12/values,influencedBy/13/values,influencedBy/14/values,description/1/values,birthDate/1/values,influencedBy/15/values,influencedBy/16/values,influencedBy/17/values,influenced/4/values,influenced/5/values,influenced/6/values,influenced/7/values,influenced/8/values,influenced/9/values,influenced/10/values,influenced/11/values,influenced/12/values,influencedBy/18/values,influencedBy/19/values,influencedBy/20/values,influencedBy/21/values,influencedBy/22/values,influencedBy/23/values,influencedBy/24/values,influencedBy/25/values,influencedBy/26/values,influenced/13/values,influenced/14/values,influenced/15/values,influenced/16/values,influenced/17/values,name/3/values,name/4/values,genre/9/values,genre/10/values,genre/11/values,genre/12/values,influencedBy/27/values,influencedBy/28/values,influencedBy/29/values,influencedBy/30/values,influencedBy/31/values,influenced/18/values,influenced/19/values,influenced/20/values,influenced/21/values,influenced/22/values,influenced/23/values,influenced/24/values,influenced/25/values,influenced/26/values,influenced/27/values,influenced/28/values,influenced/29/values,influenced/30/values,influenced/31/values,genre/13/values,genre/14/values,genre/15/values,influenced/32/values,influenced/33/values,influenced/34/values,influenced/35/values,influenced/36/values,influenced/37/values,influenced/38/values,genre/16/values,genre/17/values,genre/18/values,genre/19/values,genre/20/values,genre/21/values,genre/22/values,genre/23/values,genre/24/values,genre/25/values,name/5/values,name/6/values,name/7/values,name/8/values,name/9/values,name/10/values
,,,,,,,,http://dbpedia.org/resource/Science_fiction,,,,,,,,91525359,1931-04-15,1931-04-15,Sally Miller Gearhart,"Gearhart, Sally Miller",Sally Miller Gearhart,http://dbpedia.org/resource/Sally_Miller_Gearhart,American writer,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Science_fiction,,,,,,http://dbpedia.org/resource/Japanese_people,54009527,1947-12-24,1947-12-24,Shinji Kajio,"Kajio, Shinji",Shinji Kajio,http://dbpedia.org/resource/Shinji_Kajio,Japanese writer,Japanese writer,http://dbpedia.org/resource/Japanese_people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Edgar_Rice_Burroughs,http://dbpedia.org/resource/Mary_Shelley,http://dbpedia.org/resource/H._G._Wells,http://dbpedia.org/resource/Jules_Verne,http://dbpedia.org/resource/Edgar_Allan_Poe,,,,http://dbpedia.org/resource/Romance_novel,http://dbpedia.org/resource/Science_fiction,,http://dbpedia.org/resource/H._P._Lovecraft,http://dbpedia.org/resource/Isaac_Asimov,http://dbpedia.org/resource/Ray_Bradbury,http://dbpedia.org/resource/Richard_Matheson,American,86916727,1902-04-04,1902-04-04,"Weinbaum, Stanley G.",,,http://dbpedia.org/resource/Stanley_G._Weinbaum,American writer,American writer,American,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Robert_A._Heinlein,http://dbpedia.org/resource/Stephen_King,http://dbpedia.org/resource/Arthur_C._Clarke,http://dbpedia.org/resource/Jack_Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Non-fiction,,,,,,,American,78213045,1974-05-11,1974-05-11,Tom Folsom,"Folsom, Tom",Tom Folsom,http://dbpedia.org/resource/Tom_Folsom,American writer,American writer,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Historical_fiction,http://dbpedia.org/resource/Thriller_(genre),,,,,,American,69090107,1951-09-29,1951-09-29,William Dietrich,"Dietrich, William",William Dietrich,http://dbpedia.org/resource/William_Dietrich_(novelist),American writer,American writer,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Ian_Fleming,http://dbpedia.org/resource/Walter_B._Gibson,http://dbpedia.org/resource/John_D._MacDonald,http://dbpedia.org/resource/Arthur_Conan_Doyle,http://dbpedia.org/resource/Edgar_Rice_Burroughs,http://dbpedia.org/resource/Sax_Rohmer,http://dbpedia.org/resource/Lester_Dent,http://dbpedia.org/resource/Kim_Newman,http://dbpedia.org/resource/Pulp_magazine,http://dbpedia.org/resource/Suspense,http://dbpedia.org/resource/Horror_fiction,,,,,,170776717,,,"Eckert, Win Scott",Win Scott Eckert,Win Scott Eckert,http://dbpedia.org/resource/Win_Scott_Eckert,American writer,American writer,,,http://dbpedia.org/resource/Mystery_fiction,,http://dbpedia.org/resource/Philip_José_Farmer,Science fiction,Non-fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Ian_Fleming,http://dbpedia.org/resource/Walter_B._Gibson,http://dbpedia.org/resource/John_D._MacDonald,http://dbpedia.org/resource/Arthur_Conan_Doyle,http://dbpedia.org/resource/Edgar_Rice_Burroughs,http://dbpedia.org/resource/Sax_Rohmer,http://dbpedia.org/resource/Lester_Dent,http://dbpedia.org/resource/Kim_Newman,http://dbpedia.org/resource/Pulp_magazine,http://dbpedia.org/resource/Suspense,http://dbpedia.org/resource/Horror_fiction,,,,,,170776717,,,"Eckert, Win Scott",Win Scott Eckert,Win Scott Eckert,http://dbpedia.org/resource/Win_Scott_Eckert,American writer,American writer,,,http://dbpedia.org/resource/Mystery_fiction,,http://dbpedia.org/resource/Philip_José_Farmer,Science fiction,Non-fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Ian_Fleming,http://dbpedia.org/resource/Walter_B._Gibson,http://dbpedia.org/resource/John_D._MacDonald,http://dbpedia.org/resource/Arthur_Conan_Doyle,http://dbpedia.org/resource/Edgar_Rice_Burroughs,http://dbpedia.org/resource/Sax_Rohmer,http://dbpedia.org/resource/Lester_Dent,http://dbpedia.org/resource/Kim_Newman,http://dbpedia.org/resource/Pulp_magazine,http://dbpedia.org/resource/Suspense,http://dbpedia.org/resource/Horror_fiction,,,,,,170776717,,,"Eckert, Win Scott",Win Scott Eckert,Win Scott Eckert,http://dbpedia.org/resource/Win_Scott_Eckert,American writer,American writer,,,http://dbpedia.org/resource/Mystery_fiction,,http://dbpedia.org/resource/Philip_José_Farmer,Science fiction,Non-fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Ian_Fleming,http://dbpedia.org/resource/Walter_B._Gibson,http://dbpedia.org/resource/John_D._MacDonald,http://dbpedia.org/resource/Arthur_Conan_Doyle,http://dbpedia.org/resource/Edgar_Rice_Burroughs,http://dbpedia.org/resource/Sax_Rohmer,http://dbpedia.org/resource/Lester_Dent,http://dbpedia.org/resource/Kim_Newman,http://dbpedia.org/resource/Pulp_magazine,http://dbpedia.org/resource/Suspense,http://dbpedia.org/resource/Horror_fiction,,,,,,170776717,,,"Eckert, Win Scott",Win Scott Eckert,Win Scott Eckert,http://dbpedia.org/resource/Win_Scott_Eckert,American writer,American writer,,,http://dbpedia.org/resource/Mystery_fiction,,http://dbpedia.org/resource/Philip_José_Farmer,Science fiction,Non-fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Gothic_fiction,,,,,,,British,109491991,1916-09-17,1916-09-17,Mary Florence Elinor Rainbow Stewart,"Stewart, Mary",Mary Florence Elinor Rainbow Stewart,http://dbpedia.org/resource/Mary_Stewart_(novelist),English novelist,English novelist,British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Science fiction,,,,,,,"British, Australian",85444448,1912-03-28,1912-03-28,A. Bertram Chandler,"Chandler, A. Bertram",A. Bertram Chandler,http://dbpedia.org/resource/A._Bertram_Chandler,British writer,British writer,"British, Australian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Young-adult_fiction,http://dbpedia.org/resource/Historical_fiction,,,,,,10765083,1947-05-10,1947-05-10,"Cooney, Caroline B.",Caroline B. Cooney,Caroline B. Cooney,http://dbpedia.org/resource/Caroline_B._Cooney,American writer,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Young-adult_fiction,http://dbpedia.org/resource/Historical_fiction,,,,,,10765083,1947-05-10,1947-05-10,"Cooney, Caroline B.",Caroline B. Cooney,Caroline B. Cooney,http://dbpedia.org/resource/Caroline_B._Cooney,American writer,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Non-fiction,,,,,,,American,68930206,1934-04-10,1934-04-10,David Halberstam,"Halberstam, David",David Halberstam,http://dbpedia.org/resource/David_Halberstam,"American writer, journalist, historian","American writer, journalist, historian",American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Historical_fiction,http://dbpedia.org/resource/Pulp_magazine,http://dbpedia.org/resource/Detective_fiction,http://dbpedia.org/resource/Ian_Fleming,,,,American,57912804,1901-11-11,1901-11-11,"Mason, Francis Van Wyck",F. Van Wyck Mason,F. Van Wyck Mason,http://dbpedia.org/resource/F._Van_Wyck_Mason,"Novelist, Historian, Soldier","Novelist, Historian, Soldier",American,,http://dbpedia.org/resource/Young-adult_fiction,,,http://dbpedia.org/resource/Spy_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Historical_fiction,http://dbpedia.org/resource/Pulp_magazine,http://dbpedia.org/resource/Detective_fiction,http://dbpedia.org/resource/Ian_Fleming,,,,American,57912804,1901-11-11,1901-11-11,"Mason, Francis Van Wyck",F. Van Wyck Mason,F. Van Wyck Mason,http://dbpedia.org/resource/F._Van_Wyck_Mason,"Novelist, Historian, Soldier","Novelist, Historian, Soldier",American,,http://dbpedia.org/resource/Young-adult_fiction,,,http://dbpedia.org/resource/Spy_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Historical_fiction,http://dbpedia.org/resource/Pulp_magazine,http://dbpedia.org/resource/Detective_fiction,http://dbpedia.org/resource/Ian_Fleming,,,,American,57912804,1901-11-11,1901-11-11,"Mason, Francis Van Wyck",F. Van Wyck Mason,F. Van Wyck Mason,http://dbpedia.org/resource/F._Van_Wyck_Mason,"Novelist, Historian, Soldier","Novelist, Historian, Soldier",American,,http://dbpedia.org/resource/Young-adult_fiction,,,http://dbpedia.org/resource/Spy_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Historical_fiction,http://dbpedia.org/resource/Pulp_magazine,http://dbpedia.org/resource/Detective_fiction,http://dbpedia.org/resource/Ian_Fleming,,,,American,57912804,1901-11-11,1901-11-11,"Mason, Francis Van Wyck",F. Van Wyck Mason,F. Van Wyck Mason,http://dbpedia.org/resource/F._Van_Wyck_Mason,"Novelist, Historian, Soldier","Novelist, Historian, Soldier",American,,http://dbpedia.org/resource/Young-adult_fiction,,,http://dbpedia.org/resource/Spy_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,historical fiction,,,,,,,USA,108416567,1914-11-11,1914-11-11,"Fast, Howard",Howard Fast,Howard Fast,http://dbpedia.org/resource/Howard_Fast,Novelist,Novelist,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,,,,,,,,18650040,1946,1946,"Ahern, Jerry",Jerry Ahern,Jerry Ahern,http://dbpedia.org/resource/Jerry_Ahern,Novelist,Novelist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Science fiction,,,,,,,British,66465191,1922-04-16,1922-04-16,"Christopher, John",John Christopher,John Christopher,http://dbpedia.org/resource/John_Christopher,British writer,British writer,British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,,,,,,,,7907407,1925-06-09,1925-06-09,Keith Laumer,"Laumer, Keith",Keith Laumer,http://dbpedia.org/resource/Keith_Laumer,American science fiction writer,American science fiction writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Fantasy,,,,,,,22468353,1960-11-07,1960-11-07,"Nagata, Linda",,,http://dbpedia.org/resource/Linda_Nagata,Author,Author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Crime_fiction,,,,,,,61540821,1904-05-20,1904-05-20,"Allingham, Margery Louise",Margery Allingham,Margery Allingham,http://dbpedia.org/resource/Margery_Allingham,Author,Author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Crime_fiction,,,,,,,61540821,1904-05-20,1904-05-20,"Allingham, Margery Louise",Margery Allingham,Margery Allingham,http://dbpedia.org/resource/Margery_Allingham,Author,Author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Science fiction,,,,,,,American,105150576,1923-01-23,1923-01-23,Walter Miller,"Miller, Walter M.",Walter Miller,"http://dbpedia.org/resource/Walter_M._Miller,_Jr.",American fiction writer,American fiction writer,American,"Walter M. Miller, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Crime_fiction,http://dbpedia.org/resource/Legal_thriller,,,,,,American,85937067,1961-11-12,1961-11-12,"Reich, Christopher",,,http://dbpedia.org/resource/Christopher_Reich,American writer,American writer,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Biography, YA fiction, comics, science fiction",,,,,,,,56283888,1973,1973,Emily Pohl-Weary,"Pohl-Weary, Emily",Emily Pohl-Weary,http://dbpedia.org/resource/Emily_Pohl-Weary,Canadian writer,Canadian writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Historical_fiction,http://dbpedia.org/resource/Crime_fiction,,,,,,Norwegian,115049141,1947-10-19,1947-10-19,Gunnar Staalesen,"Staalesen, Gunnar",Gunnar Staalesen,http://dbpedia.org/resource/Gunnar_Staalesen,Norwegian writer,Norwegian writer,Norwegian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Historical_fiction,http://dbpedia.org/resource/Crime_fiction,,,,,,Norwegian,115049141,1947-10-19,1947-10-19,Gunnar Staalesen,"Staalesen, Gunnar",Gunnar Staalesen,http://dbpedia.org/resource/Gunnar_Staalesen,Norwegian writer,Norwegian writer,Norwegian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Detective_fiction,http://dbpedia.org/resource/Steampunk,http://dbpedia.org/resource/Fantasy,,,,,American,24346836,1968-10-28,1968-10-28,Tee Morris,"Thomas Earl ""Tee"" Morris",Tee Morris,http://dbpedia.org/resource/Tee_Morris,American writer,American writer,American,"Morris, Tee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Surrealism,http://dbpedia.org/resource/Max_Ernst,,,,,,,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Horror_fiction,,,,,,American,9006255,1957-05-10,1957-05-10,"Clark, Alan M.",Alan M. Clark,Alan M. Clark,http://dbpedia.org/resource/Alan_M._Clark,American writer and artist,American writer and artist,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Anne_Carson,http://dbpedia.org/resource/Adrienne_Rich,http://dbpedia.org/resource/James_Baldwin,http://dbpedia.org/resource/Lynda_Barry,http://dbpedia.org/resource/Justin_Chin,http://dbpedia.org/resource/Albert_Camus,http://dbpedia.org/resource/Claudia_Rankine,,"Poetry, fiction",,,,,,,American,46363035,1971-08-08,1971-08-08,Ali Liebegott,"Liebegott, Ali",Ali Liebegott,http://dbpedia.org/resource/Ali_Liebegott,"US author, poet","US author, poet",American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Romance_novel,http://dbpedia.org/resource/Mystery_fiction,,,,,,American,19085389,1975,1975,Anne Mallory,"Mallory, Anne",Anne Mallory,http://dbpedia.org/resource/Anne_Mallory,American writer,American writer,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Young-adult_fiction,http://dbpedia.org/resource/Fantasy,,,,,,United States,51107982,1974-11-08,1974-11-08,Brandon Mull,"Mulle, Brandon",Brandon Mull,http://dbpedia.org/resource/Brandon_Mull,American fiction writer,American fiction writer,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Speculative fiction,,,,,,,Australian,305410811,1965-09-11,1965-09-11,Cat Sparks,Catriona  Sparks,Cat Sparks,http://dbpedia.org/resource/Catriona_Sparks,Australian writer,Australian writer,Australian,"Sparks, Catriona",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/John_Holt_(educator),,,,,,,,http://dbpedia.org/resource/Non-fiction,,,http://www.campwithwings.org/,http://www.unschooladventures.com/,,,,18894827,1964,1964,"Llewellyn, Grace",Grace Llewellyn,Grace Llewellyn,http://dbpedia.org/resource/Grace_Llewellyn,American writer,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Non-fiction,,,,,,,American,119026289,,,Chris Zook,"Zook, Chris",Chris Zook,http://dbpedia.org/resource/Chris_Zook,American business writer,American business writer,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Children's historical fiction, historical fantasy, humor",,,,,,,American,67331764,1955-10-19,1955-10-19,Dan Gutman,"Gutman, Dan P.",Dan Gutman,http://dbpedia.org/resource/Dan_Gutman,American children's writer,American children's writer,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Non-fiction,,,,,,,American,71721414,,,Daniel H. Pink,"Pink, Daniel",Daniel H. Pink,http://dbpedia.org/resource/Daniel_H._Pink,American business writer,American business writer,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Young-adult_fiction,http://dbpedia.org/resource/Memoir,http://dbpedia.org/resource/Children's_literature,,,,,,75685783,1945-10-22,1945-10-22,Ellie Mathews,"Mathews, Ellie",Ellie Mathews,http://dbpedia.org/resource/Ellie_Mathews,American writer,American writer,,,http://dbpedia.org/resource/Novel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Science fiction and Fantasy,,,,,,,,171043583,1971-12-30,1971-12-30,Eugie Foster,"Foster, Eugie",Eugie Foster,http://dbpedia.org/resource/Eugie_Foster,American writer,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Young-adult_fiction,http://dbpedia.org/resource/Romance_novel,,,,,,http://dbpedia.org/resource/United_States,48630698,1975,1975,Gena Showalter,"Showalter, Gena",Gena Showalter,http://dbpedia.org/resource/Gena_Showalter,American writer,American writer,http://dbpedia.org/resource/United_States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Thriller_(genre),http://dbpedia.org/resource/Fiction,,,,,http://dbpedia.org/resource/United_States,103168327,1971-02-24,1971-02-24,"Flynn, Gillian",Gillian Flynn,Gillian Flynn,http://dbpedia.org/resource/Gillian_Flynn,American writer,American writer,http://dbpedia.org/resource/United_States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Young-adult_fiction,http://dbpedia.org/resource/Children's_literature,,,,,,http://dbpedia.org/resource/Korean_American,92241870,1967,1967,Haemi Balgassi,"Balgassi, Haemi",Haemi Balgassi,http://dbpedia.org/resource/Haemi_Balgassi,American writer,American writer,http://dbpedia.org/resource/Korean_American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Narrative non-fiction, journalism",,,,,,,American and British,55015083,,,Isabel Losada,"Losada, Isabel",Isabel Losada,http://dbpedia.org/resource/Isabel_Losada,British actor and writer,British actor and writer,American and British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Children's_literature,http://dbpedia.org/resource/Young-adult_fiction,http://dbpedia.org/resource/Historical_fiction,,,,,American,34535824,1948,1948,"Koller, Jackie French",Jackie French Koller,Jackie French Koller,http://dbpedia.org/resource/Jackie_French_Koller,American writer,American writer,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Children's_literature,http://dbpedia.org/resource/Young-adult_fiction,http://dbpedia.org/resource/Historical_fiction,,,,,American,34535824,1948,1948,"Koller, Jackie French",Jackie French Koller,Jackie French Koller,http://dbpedia.org/resource/Jackie_French_Koller,American writer,American writer,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Aviation-based novels, non-fiction",,,,,,,,100296319,1946-07-05,1946-07-05,John J. Nance,"Nance, John J.",John J. Nance,http://dbpedia.org/resource/John_J._Nance,American writer,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
