influencedBy/0/values,influencedBy/1/values,influencedBy/2/values,influencedBy/3/values,influencedBy/4/values,influencedBy/5/values,influencedBy/6/values,influencedBy/7/values,genre/0/values,genre/1/values,genre/2/values,influenced/0/values,influenced/1/values,influenced/2/values,influenced/3/values,normnationality,vid,birthDate/0/values,normbirthdate,name/0/values,name/1/values,normname,URI,description/0/values,normdes,nationality/0/values,name/2/values,genre/3/values,nationality/1/values,influencedBy/8/values,genre/4/values,genre/5/values,genre/6/values,genre/7/values,genre/8/values,influencedBy/9/values,influencedBy/10/values,influencedBy/11/values,influencedBy/12/values,influencedBy/13/values,influencedBy/14/values,description/1/values,birthDate/1/values,influencedBy/15/values,influencedBy/16/values,influencedBy/17/values,influenced/4/values,influenced/5/values,influenced/6/values,influenced/7/values,influenced/8/values,influenced/9/values,influenced/10/values,influenced/11/values,influenced/12/values,influencedBy/18/values,influencedBy/19/values,influencedBy/20/values,influencedBy/21/values,influencedBy/22/values,influencedBy/23/values,influencedBy/24/values,influencedBy/25/values,influencedBy/26/values,influenced/13/values,influenced/14/values,influenced/15/values,influenced/16/values,influenced/17/values,name/3/values,name/4/values,genre/9/values,genre/10/values,genre/11/values,genre/12/values,influencedBy/27/values,influencedBy/28/values,influencedBy/29/values,influencedBy/30/values,influencedBy/31/values,influenced/18/values,influenced/19/values,influenced/20/values,influenced/21/values,influenced/22/values,influenced/23/values,influenced/24/values,influenced/25/values,influenced/26/values,influenced/27/values,influenced/28/values,influenced/29/values,influenced/30/values,influenced/31/values,genre/13/values,genre/14/values,genre/15/values,influenced/32/values,influenced/33/values,influenced/34/values,influenced/35/values,influenced/36/values,influenced/37/values,influenced/38/values,genre/16/values,genre/17/values,genre/18/values,genre/19/values,genre/20/values,genre/21/values,genre/22/values,genre/23/values,genre/24/values,genre/25/values,name/5/values,name/6/values,name/7/values,name/8/values,name/9/values,name/10/values
http://dbpedia.org/resource/Émile_Zola,http://dbpedia.org/resource/Mihai_Eminescu,http://dbpedia.org/resource/Anton_Pann,http://dbpedia.org/resource/Miron_Costin,http://dbpedia.org/resource/N._D._Popescu-Popnedea,http://dbpedia.org/resource/Nicolae_Gane,http://dbpedia.org/resource/Gustave_Flaubert,http://dbpedia.org/resource/Nikolai_Gogol,http://dbpedia.org/resource/Children's_literature,http://dbpedia.org/resource/Adventure_fiction,http://dbpedia.org/resource/Fantasy_literature,http://dbpedia.org/resource/Eugeniu_Botez,http://dbpedia.org/resource/Cezar_Petrescu,http://dbpedia.org/resource/Dan_Lungu,http://dbpedia.org/resource/Nicolae_N._Beldiceanu,Romanian,98174045,1880-11-05,1880-11-05,"Sadoveanu, Mihail",Mihail Sadoveanu,Mihail Sadoveanu,http://dbpedia.org/resource/Mihail_Sadoveanu,"Writer, politician","Writer, politician",Romanian,,http://dbpedia.org/resource/Memoir,,http://dbpedia.org/resource/Ion_Luca_Caragiale,http://dbpedia.org/resource/Journalism,http://dbpedia.org/resource/Sketch_story,http://dbpedia.org/resource/Nature_writing,http://dbpedia.org/resource/Crime_fiction,http://dbpedia.org/resource/Lyric_poetry,http://dbpedia.org/resource/Wilhelm_von_Kotzebue,http://dbpedia.org/resource/Honoré_de_Balzac,http://dbpedia.org/resource/Ion_Neculce,,,,,,,,,http://dbpedia.org/resource/Al._Lascarov-Moldovanu,http://dbpedia.org/resource/Dumitru_Vacariu,http://dbpedia.org/resource/Damian_Stănoiu,http://dbpedia.org/resource/Dumitru_D._Pătrășcanu,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Psychological_novel,http://dbpedia.org/resource/Travel_literature,http://dbpedia.org/resource/Biographical_novel,http://dbpedia.org/resource/Historical_fiction,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Political_fiction,http://dbpedia.org/resource/Biography,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Émile_Zola,http://dbpedia.org/resource/Mihai_Eminescu,http://dbpedia.org/resource/Anton_Pann,http://dbpedia.org/resource/Miron_Costin,http://dbpedia.org/resource/N._D._Popescu-Popnedea,http://dbpedia.org/resource/Nicolae_Gane,http://dbpedia.org/resource/Gustave_Flaubert,http://dbpedia.org/resource/Nikolai_Gogol,http://dbpedia.org/resource/Children's_literature,http://dbpedia.org/resource/Adventure_fiction,http://dbpedia.org/resource/Fantasy_literature,http://dbpedia.org/resource/Eugeniu_Botez,http://dbpedia.org/resource/Cezar_Petrescu,http://dbpedia.org/resource/Dan_Lungu,http://dbpedia.org/resource/Nicolae_N._Beldiceanu,Romanian,98174045,1880-11-05,1880-11-05,"Sadoveanu, Mihail",Mihail Sadoveanu,Mihail Sadoveanu,http://dbpedia.org/resource/Mihail_Sadoveanu,"Writer, politician","Writer, politician",Romanian,,http://dbpedia.org/resource/Memoir,,http://dbpedia.org/resource/Ion_Luca_Caragiale,http://dbpedia.org/resource/Journalism,http://dbpedia.org/resource/Sketch_story,http://dbpedia.org/resource/Nature_writing,http://dbpedia.org/resource/Crime_fiction,http://dbpedia.org/resource/Lyric_poetry,http://dbpedia.org/resource/Wilhelm_von_Kotzebue,http://dbpedia.org/resource/Honoré_de_Balzac,http://dbpedia.org/resource/Ion_Neculce,,,,,,,,,http://dbpedia.org/resource/Al._Lascarov-Moldovanu,http://dbpedia.org/resource/Dumitru_Vacariu,http://dbpedia.org/resource/Damian_Stănoiu,http://dbpedia.org/resource/Dumitru_D._Pătrășcanu,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Psychological_novel,http://dbpedia.org/resource/Travel_literature,http://dbpedia.org/resource/Biographical_novel,http://dbpedia.org/resource/Historical_fiction,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Political_fiction,http://dbpedia.org/resource/Biography,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Émile_Zola,http://dbpedia.org/resource/Mihai_Eminescu,http://dbpedia.org/resource/Anton_Pann,http://dbpedia.org/resource/Miron_Costin,http://dbpedia.org/resource/N._D._Popescu-Popnedea,http://dbpedia.org/resource/Nicolae_Gane,http://dbpedia.org/resource/Gustave_Flaubert,http://dbpedia.org/resource/Nikolai_Gogol,http://dbpedia.org/resource/Children's_literature,http://dbpedia.org/resource/Adventure_fiction,http://dbpedia.org/resource/Fantasy_literature,http://dbpedia.org/resource/Eugeniu_Botez,http://dbpedia.org/resource/Cezar_Petrescu,http://dbpedia.org/resource/Dan_Lungu,http://dbpedia.org/resource/Nicolae_N._Beldiceanu,Romanian,98174045,1880-11-05,1880-11-05,"Sadoveanu, Mihail",Mihail Sadoveanu,Mihail Sadoveanu,http://dbpedia.org/resource/Mihail_Sadoveanu,"Writer, politician","Writer, politician",Romanian,,http://dbpedia.org/resource/Memoir,,http://dbpedia.org/resource/Ion_Luca_Caragiale,http://dbpedia.org/resource/Journalism,http://dbpedia.org/resource/Sketch_story,http://dbpedia.org/resource/Nature_writing,http://dbpedia.org/resource/Crime_fiction,http://dbpedia.org/resource/Lyric_poetry,http://dbpedia.org/resource/Wilhelm_von_Kotzebue,http://dbpedia.org/resource/Honoré_de_Balzac,http://dbpedia.org/resource/Ion_Neculce,,,,,,,,,http://dbpedia.org/resource/Al._Lascarov-Moldovanu,http://dbpedia.org/resource/Dumitru_Vacariu,http://dbpedia.org/resource/Damian_Stănoiu,http://dbpedia.org/resource/Dumitru_D._Pătrășcanu,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Psychological_novel,http://dbpedia.org/resource/Travel_literature,http://dbpedia.org/resource/Biographical_novel,http://dbpedia.org/resource/Historical_fiction,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Political_fiction,http://dbpedia.org/resource/Biography,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Émile_Zola,http://dbpedia.org/resource/Mihai_Eminescu,http://dbpedia.org/resource/Anton_Pann,http://dbpedia.org/resource/Miron_Costin,http://dbpedia.org/resource/N._D._Popescu-Popnedea,http://dbpedia.org/resource/Nicolae_Gane,http://dbpedia.org/resource/Gustave_Flaubert,http://dbpedia.org/resource/Nikolai_Gogol,http://dbpedia.org/resource/Children's_literature,http://dbpedia.org/resource/Adventure_fiction,http://dbpedia.org/resource/Fantasy_literature,http://dbpedia.org/resource/Eugeniu_Botez,http://dbpedia.org/resource/Cezar_Petrescu,http://dbpedia.org/resource/Dan_Lungu,http://dbpedia.org/resource/Nicolae_N._Beldiceanu,Romanian,98174045,1880-11-05,1880-11-05,"Sadoveanu, Mihail",Mihail Sadoveanu,Mihail Sadoveanu,http://dbpedia.org/resource/Mihail_Sadoveanu,"Writer, politician","Writer, politician",Romanian,,http://dbpedia.org/resource/Memoir,,http://dbpedia.org/resource/Ion_Luca_Caragiale,http://dbpedia.org/resource/Journalism,http://dbpedia.org/resource/Sketch_story,http://dbpedia.org/resource/Nature_writing,http://dbpedia.org/resource/Crime_fiction,http://dbpedia.org/resource/Lyric_poetry,http://dbpedia.org/resource/Wilhelm_von_Kotzebue,http://dbpedia.org/resource/Honoré_de_Balzac,http://dbpedia.org/resource/Ion_Neculce,,,,,,,,,http://dbpedia.org/resource/Al._Lascarov-Moldovanu,http://dbpedia.org/resource/Dumitru_Vacariu,http://dbpedia.org/resource/Damian_Stănoiu,http://dbpedia.org/resource/Dumitru_D._Pătrășcanu,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Psychological_novel,http://dbpedia.org/resource/Travel_literature,http://dbpedia.org/resource/Biographical_novel,http://dbpedia.org/resource/Historical_fiction,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Political_fiction,http://dbpedia.org/resource/Biography,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Crime,http://dbpedia.org/resource/Suspense,http://dbpedia.org/resource/Literary_fiction,,,,,,12309215,1939-10-12,1939-10-12,"Gosling, Paula",Paula Gosling,Paula Gosling,http://dbpedia.org/resource/Paula_Gosling,American writer,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Science_fiction,,,,,,American,87939394,1952-02-08,1952-02-08,Robin Wayne Bailey,"Bailey, Robin Wayne",Robin Wayne Bailey,http://dbpedia.org/resource/Robin_Wayne_Bailey,American writer and university instructor,American writer and university instructor,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Young-adult_fiction,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Adventure,,,,,,29002301,1974,1974,Victoria Forester,"Forester, Victoria",Victoria Forester,http://dbpedia.org/resource/Victoria_Forester,Canadian writer,Canadian writer,,,http://dbpedia.org/resource/Action_(fiction),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Young-adult_fiction,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Adventure,,,,,,29002301,1974,1974,Victoria Forester,"Forester, Victoria",Victoria Forester,http://dbpedia.org/resource/Victoria_Forester,Canadian writer,Canadian writer,,,http://dbpedia.org/resource/Action_(fiction),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Speculative_fiction,,,,,,,,91211972,1968-06-11,1968-06-11,"Robson, Justina",Justina Robson,Justina Robson,http://dbpedia.org/resource/Justina_Robson,British writer,British writer,,,,,,,,,,,,,,,,,,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Thriller, non-fiction, poetry",,,,,,,American,5019710,1941-08-05,1941-08-05,Richard D. Bronson,"Bronson, Richard",Richard D. Bronson,http://dbpedia.org/resource/Richard_Bronson,American Professor Emeritus of Mathematics at Fairleigh Dickinson University,American Professor Emeritus of Mathematics at Fairleigh Dickinson University,American,,,,,,,,,,,,,,,,AmericanProfessor Emeritus of Mathematics atFairleigh Dickinson University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Non-fiction,,,,,,,,14291251,1972,1972,Andrea Wulf,"Wulf, Andrea",Andrea Wulf,http://dbpedia.org/resource/Andrea_Wulf,Indian writer,Indian writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,,,,,,,,121855854,1949-06-17,1949-06-17,Andrew Weiner,"Weiner, Andrew",Andrew Weiner,http://dbpedia.org/resource/Andrew_Weiner,Canadian writer,Canadian writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Children's_literature,,,,,,http://dbpedia.org/resource/United_Kingdom,42340359,1897-05-08,1897-05-08,"Newman, Bernard",Bernard Charles Newman,Bernard Charles Newman,http://dbpedia.org/resource/Bernard_Newman_(author),British writer,British writer,http://dbpedia.org/resource/United_Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Spy_fiction,http://dbpedia.org/resource/Thriller_(genre),http://dbpedia.org/resource/Non-fiction_novel,,,,,American,65197822,1969,1969,"Thor, Brad",Brad Thor,Brad Thor,http://dbpedia.org/resource/Brad_Thor,American writer,American writer,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Spy_fiction,http://dbpedia.org/resource/Thriller_(genre),http://dbpedia.org/resource/Non-fiction_novel,,,,,American,65197822,1969,1969,"Thor, Brad",Brad Thor,Brad Thor,http://dbpedia.org/resource/Brad_Thor,American writer,American writer,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Arthur_Conan_Doyle,http://dbpedia.org/resource/Edgar_Allan_Poe,http://dbpedia.org/resource/Maurice_Leblanc,,,,,,http://dbpedia.org/resource/Detective_fiction,,,,,,,http://dbpedia.org/resource/Japanese_people,76350116,1894-10-21,1894-10-21,Edogawa Ranpo,Edogawa Rampo,Edogawa Ranpo,http://dbpedia.org/resource/Edogawa_Ranpo,Japanese writer,Japanese writer,http://dbpedia.org/resource/Japanese_people,"Edogawa, Ranpo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Nonfiction,,,,,,,American,57140210,1835-08-15,1835-08-15,"Bounds, Edward Mckendree",Edward McKendree Bounds,Edward McKendree Bounds,http://dbpedia.org/resource/Edward_McKendree_Bounds,"Clergy, attorney, author","Clergy, attorney, author",American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Journalism,http://dbpedia.org/resource/Non-fiction,,,,,,,30876293,1939,1939,Fox Butterfield,"Butterfield, Fox",Fox Butterfield,http://dbpedia.org/resource/Fox_Butterfield,"American journalist, National Book Award and Pulitzer Prize winner","American journalist, National Book Award and Pulitzer Prize winner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Crime fiction and politics,,,,,,,British,79338286,1946-05-22,1946-05-22,G.F. Newman,"Newsman, G. F.",G.F. Newman,http://dbpedia.org/resource/G._F._Newman,British writer,British writer,British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Science fiction,,,,,,,Australian,72685051,1916-10-15,1916-10-15,George Turner,"Turner, George",George Turner,http://dbpedia.org/resource/George_Turner_(writer),Australian writer,Australian writer,Australian,George Reginald Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Non-fiction,,,,,,,,91337075,1926-08-18,1926-08-18,"Donaldson, Gordon",Gordon Donaldson,Gordon Donaldson,http://dbpedia.org/resource/Gordon_Donaldson_(journalist),Canadian writer and journalist,Canadian writer and journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Memoir, Young Adult fiction and non-fiction",,,,,,,American,67358278,1895-04-04,1895-04-04,Helen Dore Boylston,"Dore Bolston, Helen",Helen Dore Boylston,http://dbpedia.org/resource/Helen_Dore_Boylston,American writer,American writer,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Literary fiction, Business",,,,,,,British,85382594,1962-02-25,1962-02-25,John Lanchester,"Lanchester, John",John Lanchester,http://dbpedia.org/resource/John_Lanchester,British writer,British writer,British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Don_DeLillo,http://dbpedia.org/resource/F._Scott_Fitzgerald,http://dbpedia.org/resource/Franz_Kafka,http://dbpedia.org/resource/Henrik_Ibsen,http://dbpedia.org/resource/Leo_Tolstoy,http://dbpedia.org/resource/Marcel_Proust,http://dbpedia.org/resource/Rainer_Maria_Rilke,http://dbpedia.org/resource/Thomas_Pynchon,http://dbpedia.org/resource/Literary_fiction,,,,,,,American,84489381,1959-08-17,1959-08-17,"Franzen, Jonathan",Jonathan Franzen,Jonathan Franzen,http://dbpedia.org/resource/Jonathan_Franzen,American writer,American writer,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"historical fiction,  First Nations heritage and culture",,,,,,,Canadian,22429084,1966-10-31,1966-10-31,"Boyden, Joseph",Joseph Boyden,Joseph Boyden,http://dbpedia.org/resource/Joseph_Boyden,Canadian writer,Canadian writer,Canadian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Hypertext_fiction,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Horror_fiction,,,,,http://dbpedia.org/resource/United_States,72864736,1962-04-16,1962-04-16,Kathryn Cramer,"Cramer, Kathryn",Kathryn Cramer,http://dbpedia.org/resource/Kathryn_Cramer,American writer,American writer,http://dbpedia.org/resource/United_States,,http://dbpedia.org/resource/Fantasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Hypertext_fiction,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Horror_fiction,,,,,http://dbpedia.org/resource/United_States,72864736,1962-04-16,1962-04-16,Kathryn Cramer,"Cramer, Kathryn",Kathryn Cramer,http://dbpedia.org/resource/Kathryn_Cramer,American writer,American writer,http://dbpedia.org/resource/United_States,,http://dbpedia.org/resource/Fantasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Hypertext_fiction,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Horror_fiction,,,,,http://dbpedia.org/resource/United_States,72864736,1962-04-16,1962-04-16,Kathryn Cramer,"Cramer, Kathryn",Kathryn Cramer,http://dbpedia.org/resource/Kathryn_Cramer,American writer,American writer,http://dbpedia.org/resource/United_States,,http://dbpedia.org/resource/Fantasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Non-fiction,,,,,,,,39389573,1929-05-10,1929-05-10,"Newman, Peter C.",Peter C. Newman,Peter C. Newman,http://dbpedia.org/resource/Peter_C._Newman,Canadian journalist,Canadian journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Travel_literature,http://dbpedia.org/resource/Science_fiction,,,,,,,171384635,1947-05-18,1947-05-18,"Gordon, Richard",Stuart Gordon,Stuart Gordon,http://dbpedia.org/resource/Richard_Gordon_(Scottish_author),British writer,British writer,,Richard Alexander Steuart Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Children's_literature,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Young-adult_fiction,,,,,http://dbpedia.org/resource/United_Kingdom,33980572,1975,1975,"Suzuma, Tabitha",Tabitha Suzuma,Tabitha Suzuma,http://dbpedia.org/resource/Tabitha_Suzuma,British writer,British writer,http://dbpedia.org/resource/United_Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Surrealism,http://dbpedia.org/resource/Realism_(arts),http://dbpedia.org/resource/Utopian_and_dystopian_fiction,http://dbpedia.org/resource/Anthony_Burgess,http://dbpedia.org/resource/Will_Self,http://dbpedia.org/resource/Iain_Banks,http://dbpedia.org/resource/A._L._Kennedy,,114328115,1934-12-28,1934-12-28,"Gray, Alasdair",Alasdair Gray,Alasdair Gray,http://dbpedia.org/resource/Alasdair_Gray,Scottish writer,Scottish writer,,,http://dbpedia.org/resource/Science_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Surrealism,http://dbpedia.org/resource/Realism_(arts),http://dbpedia.org/resource/Utopian_and_dystopian_fiction,http://dbpedia.org/resource/Anthony_Burgess,http://dbpedia.org/resource/Will_Self,http://dbpedia.org/resource/Iain_Banks,http://dbpedia.org/resource/A._L._Kennedy,,114328115,1934-12-28,1934-12-28,"Gray, Alasdair",Alasdair Gray,Alasdair Gray,http://dbpedia.org/resource/Alasdair_Gray,Scottish writer,Scottish writer,,,http://dbpedia.org/resource/Science_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Non-fiction,http://dbpedia.org/resource/Lyric_poetry,,,,,,http://dbpedia.org/resource/United_States,51142281,1966-10-03,1966-10-03,Elizabeth Oehlkers Wright,"Oehlkers Wright, Elizabeth",Elizabeth Oehlkers Wright,http://dbpedia.org/resource/Elizabeth_Oehlkers_Wright,American translator,American translator,http://dbpedia.org/resource/United_States,,,,,,,,,,,,,,,,Americantranslator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Horror_fiction,,http://dbpedia.org/resource/Jack_Ketchum,,,,,93807518,1947,1947,T. M. Wright,"Wright, T. M.",T. M. Wright,http://dbpedia.org/resource/T._M._Wright,American writer,American writer,,,,,,,,,,,,,,,,,,1947-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Horror_fiction,,http://dbpedia.org/resource/Jack_Ketchum,,,,,93807518,1947,1947,T. M. Wright,"Wright, T. M.",T. M. Wright,http://dbpedia.org/resource/T._M._Wright,American writer,American writer,,,,,,,,,,,,,,,,,,1947-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Children's fiction, novelizations",,,,,,,American,120727518,1950-05-05,1950-05-05,"Strasser, Todd",Todd Strasser,Todd Strasser,http://dbpedia.org/resource/Todd_Strasser,American children's writer and journalist,American children's writer and journalist,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Historical_fiction,http://dbpedia.org/resource/Children's_literature,,,,,,American,90674010,1898-05-23,1898-05-23,"O'Dell, Scott",Scott O'Dell,Scott O'Dell,http://dbpedia.org/resource/Scott_O'Dell,"Novelist, children's writer","Novelist, children's writer",American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Konstantin_Tsiolkovsky,,,,,,,,"Science fiction, Popular science, Ufology",,,,,,,Russian,84979666,1906-09-02,1906-09-02,Alexander Kazantsev,"Kazantsev, Alexander Petrovitch",Alexander Kazantsev,http://dbpedia.org/resource/Alexander_Kazantsev,science fiction writer and ufologist,science fiction writer and ufologist,Russian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
